Energy Usage Information
"For location: CA RED FEATHER CT APPLE VALLEY 92307"

Meter Reading Information
"Type of readings: Electricity"

Summary of Electric Power Usage Information*
"Your download will contain interval usage data that is currently available for your selected Service Account. Based on how our systems process and categorize usage data, your download may contain usage data of the following types: actual, estimated, validated or missing. "

Detailed Usage
"Start date: 2021-10-21 23:00:00  for 15 days"

"Data for period starting: 2021-10-22 00:00:00  for 24 hours"
Energy  Delivered time period,Usage Delivered(Real energy in kilowatt-hours)(Real energy in kilowatt-hours),Reading quality
"2021-11-02 12:15:00 to 2021-11-02 12:30:00","0.970",""
"2021-11-02 12:30:00 to 2021-11-02 12:45:00","1.010",""
"2021-11-02 12:45:00 to 2021-11-02 13:00:00","1.060",""
"2021-11-02 13:00:00 to 2021-11-02 13:15:00","1.030",""
"2021-11-02 13:15:00 to 2021-11-02 13:30:00","1.050",""
"2021-11-02 13:30:00 to 2021-11-02 13:45:00","1.150",""
"2021-11-02 13:45:00 to 2021-11-02 14:00:00","1.210",""
"2021-11-02 14:00:00 to 2021-11-02 14:15:00","1.190",""
"2021-11-02 14:15:00 to 2021-11-02 14:30:00","1.230",""
"2021-11-02 14:30:00 to 2021-11-02 14:45:00","1.250",""
"2021-11-02 14:45:00 to 2021-11-02 15:00:00","1.270",""
"2021-11-02 15:00:00 to 2021-11-02 15:15:00","1.260",""
"2021-11-02 15:15:00 to 2021-11-02 15:30:00","1.210",""
"2021-11-02 15:30:00 to 2021-11-02 15:45:00","1.140",""
"2021-11-02 15:45:00 to 2021-11-02 16:00:00","0.970",""
"2021-11-02 16:00:00 to 2021-11-02 16:15:00","1.010",""
"2021-11-02 16:15:00 to 2021-11-02 16:30:00","0.960",""
"2021-11-02 16:30:00 to 2021-11-02 16:45:00","0.850",""
"2021-11-02 16:45:00 to 2021-11-02 17:00:00","0.700",""
"2021-11-02 17:00:00 to 2021-11-02 17:15:00","0.560",""
"2021-11-02 17:15:00 to 2021-11-02 17:30:00","0.380",""
"2021-11-02 17:30:00 to 2021-11-02 17:45:00","0.140",""
"2021-11-02 17:45:00 to 2021-11-02 18:00:00","0.000",""
"2021-11-02 18:00:00 to 2021-11-02 18:15:00","0.000",""
"2021-11-02 18:15:00 to 2021-11-02 18:30:00","0.000",""
"2021-11-02 18:30:00 to 2021-11-02 18:45:00","0.000",""
"2021-11-02 18:45:00 to 2021-11-02 19:00:00","0.000",""
"2021-11-02 19:00:00 to 2021-11-02 19:15:00","0.000",""
"2021-11-02 19:15:00 to 2021-11-02 19:30:00","0.000",""
"2021-11-02 19:30:00 to 2021-11-02 19:45:00","0.000",""
"2021-11-02 19:45:00 to 2021-11-02 20:00:00","0.000",""
"2021-11-02 20:00:00 to 2021-11-02 20:15:00","0.000",""
"2021-11-02 20:15:00 to 2021-11-02 20:30:00","0.000",""
"2021-11-02 20:30:00 to 2021-11-02 20:45:00","0.000",""
"2021-11-02 20:45:00 to 2021-11-02 21:00:00","0.000",""
"2021-11-02 21:00:00 to 2021-11-02 21:15:00","0.000",""
"2021-11-02 21:15:00 to 2021-11-02 21:30:00","0.000",""
"2021-11-02 21:30:00 to 2021-11-02 21:45:00","0.000",""
"2021-11-02 21:45:00 to 2021-11-02 22:00:00","0.000",""
"2021-11-02 22:00:00 to 2021-11-02 22:15:00","0.000",""
"2021-11-02 22:15:00 to 2021-11-02 22:30:00","0.000",""
"2021-11-02 22:30:00 to 2021-11-02 22:45:00","0.000",""
"2021-11-02 22:45:00 to 2021-11-02 23:00:00","0.000",""
"2021-11-02 23:00:00 to 2021-11-02 23:15:00","0.000",""
"2021-11-02 23:15:00 to 2021-11-02 23:30:00","0.000",""
"2021-11-02 23:30:00 to 2021-11-02 23:45:00","0.000",""
"2021-11-02 23:45:00 to 2021-11-03 00:00:00","0.000",""

"Data for period starting: 2021-11-03 00:00:00  for 24 hours"
Energy  Delivered time period,Usage Delivered(Real energy in kilowatt-hours)(Real energy in kilowatt-hours),Reading quality
"2021-11-03 00:00:00 to 2021-11-03 00:15:00","0.140",""
"2021-11-03 00:15:00 to 2021-11-03 00:30:00","0.150",""
"2021-11-03 00:30:00 to 2021-11-03 00:45:00","0.140",""
"2021-11-03 00:45:00 to 2021-11-03 01:00:00","0.140",""
"2021-11-03 01:00:00 to 2021-11-03 01:15:00","0.130",""
"2021-11-03 01:15:00 to 2021-11-03 01:30:00","0.120",""
"2021-11-03 01:30:00 to 2021-11-03 01:45:00","0.130",""
"2021-11-03 01:45:00 to 2021-11-03 02:00:00","0.150",""
"2021-11-03 02:00:00 to 2021-11-03 02:15:00","0.130",""
"2021-11-03 02:15:00 to 2021-11-03 02:30:00","0.130",""
"2021-11-03 02:30:00 to 2021-11-03 02:45:00","0.150",""
"2021-11-03 02:45:00 to 2021-11-03 03:00:00","0.120",""
"2021-11-03 03:00:00 to 2021-11-03 03:15:00","0.120",""
"2021-11-03 03:15:00 to 2021-11-03 03:30:00","0.120",""
"2021-11-03 03:30:00 to 2021-11-03 03:45:00","0.140",""
"2021-11-03 03:45:00 to 2021-11-03 04:00:00","0.150",""
"2021-11-03 04:00:00 to 2021-11-03 04:15:00","0.140",""
"2021-11-03 04:15:00 to 2021-11-03 04:30:00","0.130",""
"2021-11-03 04:30:00 to 2021-11-03 04:45:00","0.130",""
"2021-11-03 04:45:00 to 2021-11-03 05:00:00","0.120",""
"2021-11-03 05:00:00 to 2021-11-03 05:15:00","0.140",""
"2021-11-03 05:15:00 to 2021-11-03 05:30:00","0.150",""
"2021-11-03 05:30:00 to 2021-11-03 05:45:00","0.250",""
"2021-11-03 05:45:00 to 2021-11-03 06:00:00","0.250",""
"2021-11-03 06:00:00 to 2021-11-03 06:15:00","0.250",""
"2021-11-03 06:15:00 to 2021-11-03 06:30:00","0.220",""
"2021-11-03 06:30:00 to 2021-11-03 06:45:00","0.240",""
"2021-11-03 06:45:00 to 2021-11-03 07:00:00","0.280",""
"2021-11-03 07:00:00 to 2021-11-03 07:15:00","0.280",""
"2021-11-03 07:15:00 to 2021-11-03 07:30:00","0.300",""
"2021-11-03 07:30:00 to 2021-11-03 07:45:00","0.280",""
"2021-11-03 07:45:00 to 2021-11-03 08:00:00","0.200",""
"2021-11-03 08:00:00 to 2021-11-03 08:15:00","0.190",""
"2021-11-03 08:15:00 to 2021-11-03 08:30:00","0.280",""
"2021-11-03 08:30:00 to 2021-11-03 08:45:00","0.200",""
"2021-11-03 08:45:00 to 2021-11-03 09:00:00","0.210",""
"2021-11-03 09:00:00 to 2021-11-03 09:15:00","0.160",""
"2021-11-03 09:15:00 to 2021-11-03 09:30:00","0.140",""
"2021-11-03 09:30:00 to 2021-11-03 09:45:00","0.140",""
"2021-11-03 09:45:00 to 2021-11-03 10:00:00","0.080",""
"2021-11-03 10:00:00 to 2021-11-03 10:15:00","0.000",""
"2021-11-03 10:15:00 to 2021-11-03 10:30:00","0.000",""
"2021-11-03 10:30:00 to 2021-11-03 10:45:00","0.010",""
"2021-11-03 10:45:00 to 2021-11-03 11:00:00","0.060",""
"2021-11-03 11:00:00 to 2021-11-03 11:15:00","0.040",""
"2021-11-03 11:15:00 to 2021-11-03 11:30:00","0.000",""
"2021-11-03 11:30:00 to 2021-11-03 11:45:00","0.000",""
"2021-11-03 11:45:00 to 2021-11-03 12:00:00","0.000",""
"2021-11-03 12:00:00 to 2021-11-03 12:15:00","0.000",""
"2021-11-03 12:15:00 to 2021-11-03 12:30:00","0.000",""
"2021-11-03 12:30:00 to 2021-11-03 12:45:00","0.000",""
"2021-11-03 12:45:00 to 2021-11-03 13:00:00","0.000",""
"2021-11-03 13:00:00 to 2021-11-03 13:15:00","0.000",""
"2021-11-03 13:15:00 to 2021-11-03 13:30:00","0.000",""
"2021-11-03 13:30:00 to 2021-11-03 13:45:00","0.000",""
"2021-11-03 13:45:00 to 2021-11-03 14:00:00","0.000",""
"2021-11-03 14:00:00 to 2021-11-03 14:15:00","0.000",""
"2021-11-03 14:15:00 to 2021-11-03 14:30:00","0.000",""
"2021-11-03 14:30:00 to 2021-11-03 14:45:00","0.000",""
"2021-11-03 14:45:00 to 2021-11-03 15:00:00","0.000",""
"2021-11-03 15:00:00 to 2021-11-03 15:15:00","0.000",""
"2021-11-03 15:15:00 to 2021-11-03 15:30:00","0.000",""
"2021-11-03 15:30:00 to 2021-11-03 15:45:00","0.000",""
"2021-11-03 15:45:00 to 2021-11-03 16:00:00","0.000",""
"2021-11-03 16:00:00 to 2021-11-03 16:15:00","0.000",""
"2021-11-03 16:15:00 to 2021-11-03 16:30:00","0.000",""
"2021-11-03 16:30:00 to 2021-11-03 16:45:00","0.000",""
"2021-11-03 16:45:00 to 2021-11-03 17:00:00","0.000",""
"2021-11-03 17:00:00 to 2021-11-03 17:15:00","0.200",""
"2021-11-03 17:15:00 to 2021-11-03 17:30:00","0.230",""
"2021-11-03 17:30:00 to 2021-11-03 17:45:00","0.170",""
"2021-11-03 17:45:00 to 2021-11-03 18:00:00","0.340",""
"2021-11-03 18:00:00 to 2021-11-03 18:15:00","0.180",""
"2021-11-03 18:15:00 to 2021-11-03 18:30:00","0.170",""
"2021-11-03 18:30:00 to 2021-11-03 18:45:00","0.180",""
"2021-11-03 18:45:00 to 2021-11-03 19:00:00","0.170",""
"2021-11-03 19:00:00 to 2021-11-03 19:15:00","0.350",""
"2021-11-03 19:15:00 to 2021-11-03 19:30:00","0.290",""
"2021-11-03 19:30:00 to 2021-11-03 19:45:00","0.190",""
"2021-11-03 19:45:00 to 2021-11-03 20:00:00","0.170",""
"2021-11-03 20:00:00 to 2021-11-03 20:15:00","0.140",""
"2021-11-03 20:15:00 to 2021-11-03 20:30:00","0.210",""
"2021-11-03 20:30:00 to 2021-11-03 20:45:00","0.210",""
"2021-11-03 20:45:00 to 2021-11-03 21:00:00","0.200",""
"2021-11-03 21:00:00 to 2021-11-03 21:15:00","0.180",""
"2021-11-03 21:15:00 to 2021-11-03 21:30:00","0.170",""
"2021-11-03 21:30:00 to 2021-11-03 21:45:00","0.170",""
"2021-11-03 21:45:00 to 2021-11-03 22:00:00","0.210",""
"2021-11-03 22:00:00 to 2021-11-03 22:15:00","0.380",""
"2021-11-03 22:15:00 to 2021-11-03 22:30:00","0.360",""
"2021-11-03 22:30:00 to 2021-11-03 22:45:00","0.210",""
"2021-11-03 22:45:00 to 2021-11-03 23:00:00","0.260",""
"2021-11-03 23:00:00 to 2021-11-03 23:15:00","0.150",""
"2021-11-03 23:15:00 to 2021-11-03 23:30:00","0.150",""
"2021-11-03 23:30:00 to 2021-11-03 23:45:00","0.140",""
"2021-11-03 23:45:00 to 2021-11-04 00:00:00","0.120",""

"Data for period starting: 2021-11-03 00:00:00  for 24 hours"
Energy  Received time period,Usage Received(Real energy in kilowatt-hours)(Real energy in kilowatt-hours),Reading quality
"2021-11-03 00:00:00 to 2021-11-03 00:15:00","0.000",""
"2021-11-03 00:15:00 to 2021-11-03 00:30:00","0.000",""
"2021-11-03 00:30:00 to 2021-11-03 00:45:00","0.000",""
"2021-11-03 00:45:00 to 2021-11-03 01:00:00","0.000",""
"2021-11-03 01:00:00 to 2021-11-03 01:15:00","0.000",""
"2021-11-03 01:15:00 to 2021-11-03 01:30:00","0.000",""
"2021-11-03 01:30:00 to 2021-11-03 01:45:00","0.000",""
"2021-11-03 01:45:00 to 2021-11-03 02:00:00","0.000",""
"2021-11-03 02:00:00 to 2021-11-03 02:15:00","0.000",""
"2021-11-03 02:15:00 to 2021-11-03 02:30:00","0.000",""
"2021-11-03 02:30:00 to 2021-11-03 02:45:00","0.000",""
"2021-11-03 02:45:00 to 2021-11-03 03:00:00","0.000",""
"2021-11-03 03:00:00 to 2021-11-03 03:15:00","0.000",""
"2021-11-03 03:15:00 to 2021-11-03 03:30:00","0.000",""
"2021-11-03 03:30:00 to 2021-11-03 03:45:00","0.000",""
"2021-11-03 03:45:00 to 2021-11-03 04:00:00","0.000",""
"2021-11-03 04:00:00 to 2021-11-03 04:15:00","0.000",""
"2021-11-03 04:15:00 to 2021-11-03 04:30:00","0.000",""
"2021-11-03 04:30:00 to 2021-11-03 04:45:00","0.000",""
"2021-11-03 04:45:00 to 2021-11-03 05:00:00","0.000",""
"2021-11-03 05:00:00 to 2021-11-03 05:15:00","0.000",""
"2021-11-03 05:15:00 to 2021-11-03 05:30:00","0.000",""
"2021-11-03 05:30:00 to 2021-11-03 05:45:00","0.000",""
"2021-11-03 05:45:00 to 2021-11-03 06:00:00","0.000",""
"2021-11-03 06:00:00 to 2021-11-03 06:15:00","0.000",""
"2021-11-03 06:15:00 to 2021-11-03 06:30:00","0.000",""
"2021-11-03 06:30:00 to 2021-11-03 06:45:00","0.000",""
"2021-11-03 06:45:00 to 2021-11-03 07:00:00","0.000",""
"2021-11-03 07:00:00 to 2021-11-03 07:15:00","0.000",""
"2021-11-03 07:15:00 to 2021-11-03 07:30:00","0.000",""
"2021-11-03 07:30:00 to 2021-11-03 07:45:00","0.000",""
"2021-11-03 07:45:00 to 2021-11-03 08:00:00","0.000",""
"2021-11-03 08:00:00 to 2021-11-03 08:15:00","0.000",""
"2021-11-03 08:15:00 to 2021-11-03 08:30:00","0.000",""
"2021-11-03 08:30:00 to 2021-11-03 08:45:00","0.000",""
"2021-11-03 08:45:00 to 2021-11-03 09:00:00","0.000",""
"2021-11-03 09:00:00 to 2021-11-03 09:15:00","0.000",""
"2021-11-03 09:15:00 to 2021-11-03 09:30:00","0.000",""
"2021-11-03 09:30:00 to 2021-11-03 09:45:00","0.000",""
"2021-11-03 09:45:00 to 2021-11-03 10:00:00","0.000",""
"2021-11-03 10:00:00 to 2021-11-03 10:15:00","0.030",""
"2021-11-03 10:15:00 to 2021-11-03 10:30:00","0.160",""
"2021-11-03 10:30:00 to 2021-11-03 10:45:00","0.280",""
"2021-11-03 10:45:00 to 2021-11-03 11:00:00","0.180",""
"2021-11-03 11:00:00 to 2021-11-03 11:15:00","0.210",""
"2021-11-03 11:15:00 to 2021-11-03 11:30:00","0.470",""
"2021-11-03 11:30:00 to 2021-11-03 11:45:00","0.600",""
"2021-11-03 11:45:00 to 2021-11-03 12:00:00","0.750",""
"2021-11-03 12:00:00 to 2021-11-03 12:15:00","0.810",""
"2021-11-03 12:15:00 to 2021-11-03 12:30:00","0.910",""
"2021-11-03 12:30:00 to 2021-11-03 12:45:00","0.990",""
"2021-11-03 12:45:00 to 2021-11-03 13:00:00","1.020",""
"2021-11-03 13:00:00 to 2021-11-03 13:15:00","0.980",""
"2021-11-03 13:15:00 to 2021-11-03 13:30:00","1.090",""
"2021-11-03 13:30:00 to 2021-11-03 13:45:00","1.230",""
"2021-11-03 13:45:00 to 2021-11-03 14:00:00","1.250",""
"2021-11-03 14:00:00 to 2021-11-03 14:15:00","1.250",""
"2021-11-03 14:15:00 to 2021-11-03 14:30:00","1.260",""
"2021-11-03 14:30:00 to 2021-11-03 14:45:00","1.250",""
"2021-11-03 14:45:00 to 2021-11-03 15:00:00","1.230",""
"2021-11-03 15:00:00 to 2021-11-03 15:15:00","1.220",""
"2021-11-03 15:15:00 to 2021-11-03 15:30:00","1.160",""
"2021-11-03 15:30:00 to 2021-11-03 15:45:00","1.110",""
"2021-11-03 15:45:00 to 2021-11-03 16:00:00","1.000",""
"2021-11-03 16:00:00 to 2021-11-03 16:15:00","0.970",""
"2021-11-03 16:15:00 to 2021-11-03 16:30:00","0.890",""
"2021-11-03 16:30:00 to 2021-11-03 16:45:00","0.780",""
"2021-11-03 16:45:00 to 2021-11-03 17:00:00","0.660",""
"2021-11-03 17:00:00 to 2021-11-03 17:15:00","0.370",""
"2021-11-03 17:15:00 to 2021-11-03 17:30:00","0.070",""
"2021-11-03 17:30:00 to 2021-11-03 17:45:00","0.050",""
"2021-11-03 17:45:00 to 2021-11-03 18:00:00","0.000",""
"2021-11-03 18:00:00 to 2021-11-03 18:15:00","0.000",""
"2021-11-03 18:15:00 to 2021-11-03 18:30:00","0.000",""
"2021-11-03 18:30:00 to 2021-11-03 18:45:00","0.000",""
"2021-11-03 18:45:00 to 2021-11-03 19:00:00","0.000",""
"2021-11-03 19:00:00 to 2021-11-03 19:15:00","0.000",""
"2021-11-03 19:15:00 to 2021-11-03 19:30:00","0.000",""
"2021-11-03 19:30:00 to 2021-11-03 19:45:00","0.000",""
"2021-11-03 19:45:00 to 2021-11-03 20:00:00","0.000",""
"2021-11-03 20:00:00 to 2021-11-03 20:15:00","0.000",""
"2021-11-03 20:15:00 to 2021-11-03 20:30:00","0.000",""
"2021-11-03 20:30:00 to 2021-11-03 20:45:00","0.000",""
"2021-11-03 20:45:00 to 2021-11-03 21:00:00","0.000",""
"2021-11-03 21:00:00 to 2021-11-03 21:15:00","0.000",""
"2021-11-03 21:15:00 to 2021-11-03 21:30:00","0.000",""
"2021-11-03 21:30:00 to 2021-11-03 21:45:00","0.000",""
"2021-11-03 21:45:00 to 2021-11-03 22:00:00","0.000",""
"2021-11-03 22:00:00 to 2021-11-03 22:15:00","0.000",""
"2021-11-03 22:15:00 to 2021-11-03 22:30:00","0.000",""
"2021-11-03 22:30:00 to 2021-11-03 22:45:00","0.000",""
"2021-11-03 22:45:00 to 2021-11-03 23:00:00","0.000",""
"2021-11-03 23:00:00 to 2021-11-03 23:15:00","0.000",""
"2021-11-03 23:15:00 to 2021-11-03 23:30:00","0.000",""
"2021-11-03 23:30:00 to 2021-11-03 23:45:00","0.000",""
"2021-11-03 23:45:00 to 2021-11-04 00:00:00","0.000",""

"Data for period starting: 2021-11-04 00:00:00  for 24 hours"
Energy  Delivered time period,Usage Delivered(Real energy in kilowatt-hours)(Real energy in kilowatt-hours),Reading quality
"2021-11-04 00:00:00 to 2021-11-04 00:15:00","0.140",""
"2021-11-04 00:15:00 to 2021-11-04 00:30:00","0.170",""
"2021-11-04 00:30:00 to 2021-11-04 00:45:00","0.160",""
"2021-11-04 00:45:00 to 2021-11-04 01:00:00","0.160",""
"2021-11-04 01:00:00 to 2021-11-04 01:15:00","0.160",""
"2021-11-04 01:15:00 to 2021-11-04 01:30:00","0.130",""
"2021-11-04 01:30:00 to 2021-11-04 01:45:00","0.140",""
"2021-11-04 01:45:00 to 2021-11-04 02:00:00","0.160",""
"2021-11-04 02:00:00 to 2021-11-04 02:15:00","0.140",""
"2021-11-04 02:15:00 to 2021-11-04 02:30:00","0.140",""
"2021-11-04 02:30:00 to 2021-11-04 02:45:00","0.120",""
"2021-11-04 02:45:00 to 2021-11-04 03:00:00","0.120",""
"2021-11-04 03:00:00 to 2021-11-04 03:15:00","0.110",""
"2021-11-04 03:15:00 to 2021-11-04 03:30:00","0.130",""
"2021-11-04 03:30:00 to 2021-11-04 03:45:00","0.150",""
"2021-11-04 03:45:00 to 2021-11-04 04:00:00","0.140",""
"2021-11-04 04:00:00 to 2021-11-04 04:15:00","0.130",""
"2021-11-04 04:15:00 to 2021-11-04 04:30:00","0.110",""
"2021-11-04 04:30:00 to 2021-11-04 04:45:00","0.110",""
"2021-11-04 04:45:00 to 2021-11-04 05:00:00","0.130",""
"2021-11-04 05:00:00 to 2021-11-04 05:15:00","0.120",""
"2021-11-04 05:15:00 to 2021-11-04 05:30:00","0.140",""
"2021-11-04 05:30:00 to 2021-11-04 05:45:00","0.240",""
"2021-11-04 05:45:00 to 2021-11-04 06:00:00","0.290",""
"2021-11-04 06:00:00 to 2021-11-04 06:15:00","0.250",""
"2021-11-04 06:15:00 to 2021-11-04 06:30:00","0.240",""
"2021-11-04 06:30:00 to 2021-11-04 06:45:00","0.250",""
"2021-11-04 06:45:00 to 2021-11-04 07:00:00","0.270",""
"2021-11-04 07:00:00 to 2021-11-04 07:15:00","0.260",""
"2021-11-04 07:15:00 to 2021-11-04 07:30:00","0.300",""
"2021-11-04 07:30:00 to 2021-11-04 07:45:00","0.250",""
"2021-11-04 07:45:00 to 2021-11-04 08:00:00","0.200",""
"2021-11-04 08:00:00 to 2021-11-04 08:15:00","0.250",""
"2021-11-04 08:15:00 to 2021-11-04 08:30:00","0.270",""
"2021-11-04 08:30:00 to 2021-11-04 08:45:00","0.210",""
"2021-11-04 08:45:00 to 2021-11-04 09:00:00","0.160",""
"2021-11-04 09:00:00 to 2021-11-04 09:15:00","0.150",""
"2021-11-04 09:15:00 to 2021-11-04 09:30:00","0.170",""
"2021-11-04 09:30:00 to 2021-11-04 09:45:00","0.150",""
"2021-11-04 09:45:00 to 2021-11-04 10:00:00","0.070",""
"2021-11-04 10:00:00 to 2021-11-04 10:15:00","0.030",""
"2021-11-04 10:15:00 to 2021-11-04 10:30:00","0.150",""
"2021-11-04 10:30:00 to 2021-11-04 10:45:00","0.070",""
"2021-11-04 10:45:00 to 2021-11-04 11:00:00","0.010",""
"2021-11-04 11:00:00 to 2021-11-04 11:15:00","0.000",""
"2021-11-04 11:15:00 to 2021-11-04 11:30:00","0.000",""
"2021-11-04 11:30:00 to 2021-11-04 11:45:00","0.000",""
"2021-11-04 11:45:00 to 2021-11-04 12:00:00","0.000",""
"2021-11-04 12:00:00 to 2021-11-04 12:15:00","0.000",""
"2021-11-04 12:15:00 to 2021-11-04 12:30:00","0.000",""
"2021-11-04 12:30:00 to 2021-11-04 12:45:00","0.000",""
"2021-11-04 12:45:00 to 2021-11-04 13:00:00","0.000",""
"2021-11-04 13:00:00 to 2021-11-04 13:15:00","0.000",""
"2021-11-04 13:15:00 to 2021-11-04 13:30:00","0.000",""
"2021-11-04 13:30:00 to 2021-11-04 13:45:00","0.000",""
"2021-11-04 13:45:00 to 2021-11-04 14:00:00","0.000",""
"2021-11-04 14:00:00 to 2021-11-04 14:15:00","0.000",""
"2021-11-04 14:15:00 to 2021-11-04 14:30:00","0.000",""
"2021-11-04 14:30:00 to 2021-11-04 14:45:00","0.000",""
"2021-11-04 14:45:00 to 2021-11-04 15:00:00","0.000",""
"2021-11-04 15:00:00 to 2021-11-04 15:15:00","0.000",""
"2021-11-04 15:15:00 to 2021-11-04 15:30:00","0.000",""
"2021-11-04 15:30:00 to 2021-11-04 15:45:00","0.000",""
"2021-11-04 15:45:00 to 2021-11-04 16:00:00","0.000",""
"2021-11-04 16:00:00 to 2021-11-04 16:15:00","0.000",""
"2021-11-04 16:15:00 to 2021-11-04 16:30:00","0.000",""
"2021-11-04 16:30:00 to 2021-11-04 16:45:00","0.000",""
"2021-11-04 16:45:00 to 2021-11-04 17:00:00","0.000",""
"2021-11-04 17:00:00 to 2021-11-04 17:15:00","0.090",""
"2021-11-04 17:15:00 to 2021-11-04 17:30:00","0.090",""
"2021-11-04 17:30:00 to 2021-11-04 17:45:00","0.100",""
"2021-11-04 17:45:00 to 2021-11-04 18:00:00","0.240",""
"2021-11-04 18:00:00 to 2021-11-04 18:15:00","0.260",""
"2021-11-04 18:15:00 to 2021-11-04 18:30:00","0.290",""
"2021-11-04 18:30:00 to 2021-11-04 18:45:00","0.190",""
"2021-11-04 18:45:00 to 2021-11-04 19:00:00","0.230",""
"2021-11-04 19:00:00 to 2021-11-04 19:15:00","0.260",""
"2021-11-04 19:15:00 to 2021-11-04 19:30:00","0.270",""
"2021-11-04 19:30:00 to 2021-11-04 19:45:00","0.220",""
"2021-11-04 19:45:00 to 2021-11-04 20:00:00","0.240",""
"2021-11-04 20:00:00 to 2021-11-04 20:15:00","0.260",""
"2021-11-04 20:15:00 to 2021-11-04 20:30:00","0.290",""
"2021-11-04 20:30:00 to 2021-11-04 20:45:00","0.260",""
"2021-11-04 20:45:00 to 2021-11-04 21:00:00","0.190",""
"2021-11-04 21:00:00 to 2021-11-04 21:15:00","0.310",""
"2021-11-04 21:15:00 to 2021-11-04 21:30:00","0.300",""
"2021-11-04 21:30:00 to 2021-11-04 21:45:00","0.410",""
"2021-11-04 21:45:00 to 2021-11-04 22:00:00","0.470",""
"2021-11-04 22:00:00 to 2021-11-04 22:15:00","0.370",""
"2021-11-04 22:15:00 to 2021-11-04 22:30:00","0.400",""
"2021-11-04 22:30:00 to 2021-11-04 22:45:00","0.300",""
"2021-11-04 22:45:00 to 2021-11-04 23:00:00","0.260",""
"2021-11-04 23:00:00 to 2021-11-04 23:15:00","0.230",""
"2021-11-04 23:15:00 to 2021-11-04 23:30:00","0.170",""
"2021-11-04 23:30:00 to 2021-11-04 23:45:00","0.170",""
"2021-11-04 23:45:00 to 2021-11-05 00:00:00","0.160",""

"Data for period starting: 2021-11-04 00:00:00  for 24 hours"
Energy  Received time period,Usage Received(Real energy in kilowatt-hours)(Real energy in kilowatt-hours),Reading quality
"2021-11-04 00:00:00 to 2021-11-04 00:15:00","0.000",""
"2021-11-04 00:15:00 to 2021-11-04 00:30:00","0.000",""
"2021-11-04 00:30:00 to 2021-11-04 00:45:00","0.000",""
"2021-11-04 00:45:00 to 2021-11-04 01:00:00","0.000",""
"2021-11-04 01:00:00 to 2021-11-04 01:15:00","0.000",""
"2021-11-04 01:15:00 to 2021-11-04 01:30:00","0.000",""
"2021-11-04 01:30:00 to 2021-11-04 01:45:00","0.000",""
"2021-11-04 01:45:00 to 2021-11-04 02:00:00","0.000",""
"2021-11-04 02:00:00 to 2021-11-04 02:15:00","0.000",""
"2021-11-04 02:15:00 to 2021-11-04 02:30:00","0.000",""
"2021-11-04 02:30:00 to 2021-11-04 02:45:00","0.000",""
"2021-11-04 02:45:00 to 2021-11-04 03:00:00","0.000",""
"2021-11-04 03:00:00 to 2021-11-04 03:15:00","0.000",""
"2021-11-04 03:15:00 to 2021-11-04 03:30:00","0.000",""
"2021-11-04 03:30:00 to 2021-11-04 03:45:00","0.000",""
"2021-11-04 03:45:00 to 2021-11-04 04:00:00","0.000",""
"2021-11-04 04:00:00 to 2021-11-04 04:15:00","0.000",""
"2021-11-04 04:15:00 to 2021-11-04 04:30:00","0.000",""
"2021-11-04 04:30:00 to 2021-11-04 04:45:00","0.000",""
"2021-11-04 04:45:00 to 2021-11-04 05:00:00","0.000",""
"2021-11-04 05:00:00 to 2021-11-04 05:15:00","0.000",""
"2021-11-04 05:15:00 to 2021-11-04 05:30:00","0.000",""
"2021-11-04 05:30:00 to 2021-11-04 05:45:00","0.000",""
"2021-11-04 05:45:00 to 2021-11-04 06:00:00","0.000",""
"2021-11-04 06:00:00 to 2021-11-04 06:15:00","0.000",""
"2021-11-04 06:15:00 to 2021-11-04 06:30:00","0.000",""
"2021-11-04 06:30:00 to 2021-11-04 06:45:00","0.000",""
"2021-11-04 06:45:00 to 2021-11-04 07:00:00","0.000",""
"2021-11-04 07:00:00 to 2021-11-04 07:15:00","0.000",""
"2021-11-04 07:15:00 to 2021-11-04 07:30:00","0.000",""
"2021-11-04 07:30:00 to 2021-11-04 07:45:00","0.000",""
"2021-11-04 07:45:00 to 2021-11-04 08:00:00","0.000",""
"2021-11-04 08:00:00 to 2021-11-04 08:15:00","0.000",""
"2021-11-04 08:15:00 to 2021-11-04 08:30:00","0.000",""
"2021-11-04 08:30:00 to 2021-11-04 08:45:00","0.000",""
"2021-11-04 08:45:00 to 2021-11-04 09:00:00","0.000",""
"2021-11-04 09:00:00 to 2021-11-04 09:15:00","0.000",""
"2021-11-04 09:15:00 to 2021-11-04 09:30:00","0.000",""
"2021-11-04 09:30:00 to 2021-11-04 09:45:00","0.000",""
"2021-11-04 09:45:00 to 2021-11-04 10:00:00","0.000",""
"2021-11-04 10:00:00 to 2021-11-04 10:15:00","0.030",""
"2021-11-04 10:15:00 to 2021-11-04 10:30:00","0.070",""
"2021-11-04 10:30:00 to 2021-11-04 10:45:00","0.170",""
"2021-11-04 10:45:00 to 2021-11-04 11:00:00","0.310",""
"2021-11-04 11:00:00 to 2021-11-04 11:15:00","0.390",""
"2021-11-04 11:15:00 to 2021-11-04 11:30:00","0.480",""
"2021-11-04 11:30:00 to 2021-11-04 11:45:00","0.610",""
